cond,Lprime,ns_mean,ns_std,sq_mean,sq_std
GR $u$ desc,47,0.0425,0.20173,0.0475,0.21271
GR $u$ desc,48,0.04,0.19596,0.05,0.21794
GR $u$ desc,49,0.04,0.19596,0.045,0.2073
GR $u$ desc,50,0.0375,0.18998,0.045,0.2073
GR $u$ desc,51,0.035,0.18378,0.05,0.21794
GR $u$ desc,52,0.04,0.19596,0.0475,0.21271
GR $u$ desc,53,0.04,0.19596,0.0525,0.22303
GR $u$ desc,54,0.0375,0.18998,0.0475,0.21271
GR $u$ desc,55,0.0425,0.20173,0.045,0.2073
GR $u$ desc,56,0.0425,0.20173,0.0525,0.22303
GR $u$ desc,57,0.0425,0.20173,0.05,0.21794
GR $u$ desc,58,0.045,0.2073,0.05,0.21794
GR $u$ desc,59,0.045,0.2073,0.05,0.21794
GR $u$ desc,60,0.0475,0.21271,0.0475,0.21271
GR $u$ desc,61,0.045,0.2073,0.045,0.2073
GR $u$ desc,62,0.045,0.2073,0.05,0.21794
GR $u$ desc,63,0.0475,0.21271,0.0525,0.22303
GR $u$ desc,64,0.05,0.21794,0.05,0.21794
GR $u$ desc,65,0.0475,0.21271,0.0525,0.22303
GR $u$ desc,66,0.045,0.2073,0.055,0.22798
GR $u$ desc,67,0.045,0.2073,0.05,0.21794
GR $u$ desc,68,0.05,0.21794,0.05,0.21794
GR $u$ desc,69,0.0425,0.20173,0.05,0.21794
GR $u$ desc,70,0.05,0.21794,0.05,0.21794
GR $u$ desc,71,0.055,0.22798,0.0525,0.22303
GR $u$ desc,72,0.0575,0.2328,0.0525,0.22303
GR $u$ desc,73,0.0525,0.22303,0.055,0.22798
GR $u$ desc,74,0.05,0.21794,0.055,0.22798
GR $u$ desc,75,0.055,0.22798,0.055,0.22798
GR $u$ desc,76,0.055,0.22798,0.055,0.22798
GR $u$ desc,77,0.0575,0.2328,0.0525,0.22303
GR $u$ desc,78,0.055,0.22798,0.05,0.21794
GR $u$ desc,79,0.0575,0.2328,0.05,0.21794
GR $u$ desc,80,0.06,0.23749,0.0525,0.22303
GR $u$ desc,81,0.06,0.23749,0.05,0.21794
GR $u$ desc,82,0.0625,0.24206,0.05,0.21794
GR $u$ desc,83,0.0625,0.24206,0.0475,0.21271
GR $u$ desc,84,0.06,0.23749,0.0475,0.21271
GR $u$ desc,85,0.06,0.23749,0.05,0.21794
GR $u$ desc,86,0.0625,0.24206,0.0475,0.21271
GR $u$ desc,87,0.07,0.25515,0.0475,0.21271
GR $u$ desc,88,0.065,0.24653,0.0525,0.22303
GR $u$ desc,89,0.06,0.23749,0.0525,0.22303
GR $u$ desc,90,0.0575,0.2328,0.045,0.2073
GR $u$ desc,91,0.0575,0.2328,0.0525,0.22303
GR $u$ desc,92,0.0575,0.2328,0.055,0.22798
GR $u$ desc,93,0.06,0.23749,0.055,0.22798
GR $u$ desc,94,0.065,0.24653,0.0525,0.22303
GR $u$ desc,95,0.065,0.24653,0.0525,0.22303
GR $u$ desc,96,0.065,0.24653,0.06,0.23749
GR $u$ desc,97,0.0675,0.25089,0.055,0.22798
GR $u$ desc,98,0.07,0.25515,0.0575,0.2328
GR $u$ desc,99,0.0625,0.24206,0.0575,0.2328
GR $u$ desc,100,0.065,0.24653,0.0575,0.2328
GR $u$ desc,101,0.065,0.24653,0.0575,0.2328
GR $u$ desc,102,0.0625,0.24206,0.0575,0.2328
GR $u$ desc,103,0.06,0.23749,0.055,0.22798
GR $u$ desc,104,0.0625,0.24206,0.0575,0.2328
GR $u$ desc,105,0.065,0.24653,0.0525,0.22303
GR $u$ desc,106,0.0625,0.24206,0.05,0.21794
GR $u$ desc,107,0.0675,0.25089,0.0525,0.22303
GR $u$ desc,108,0.065,0.24653,0.05,0.21794
GR $u$ desc,109,0.075,0.26339,0.045,0.2073
GR $u$ desc,110,0.07,0.25515,0.0475,0.21271
GR $u$ desc,111,0.075,0.26339,0.045,0.2073
GR $u$ desc,112,0.0675,0.25089,0.0475,0.21271
GR $u$ desc,113,0.065,0.24653,0.0475,0.21271
GR $u$ desc,114,0.0675,0.25089,0.0475,0.21271
GR $u$ desc,115,0.065,0.24653,0.045,0.2073
GR $u$ desc,116,0.06,0.23749,0.045,0.2073
GR $u$ desc,117,0.065,0.24653,0.045,0.2073
GR $u$ desc,118,0.0675,0.25089,0.0475,0.21271
GR $u$ desc,119,0.0675,0.25089,0.0525,0.22303
GR $u$ desc,120,0.0675,0.25089,0.05,0.21794
GR $u$ desc,121,0.0725,0.25931,0.05,0.21794
GR $u$ desc,122,0.0725,0.25931,0.0525,0.22303
GR $u$ desc,123,0.0625,0.24206,0.05,0.21794
GR $u$ desc,124,0.0675,0.25089,0.05,0.21794
GR $u$ desc,125,0.07,0.25515,0.05,0.21794
GR $u$ desc,126,0.065,0.24653,0.05,0.21794
GR $u$ desc,127,0.055,0.22798,0.0525,0.22303
GR $u$ desc,128,0.06,0.23749,0.0525,0.22303
GR $u$ desc,129,0.065,0.24653,0.06,0.23749
GR $u$ desc,130,0.0625,0.24206,0.0625,0.24206
GR $u$ desc,131,0.06,0.23749,0.065,0.24653
GR $u$ desc,132,0.0675,0.25089,0.065,0.24653
GR $u$ desc,133,0.0675,0.25089,0.065,0.24653
GR $u$ desc,134,0.07,0.25515,0.065,0.24653
GR $u$ desc,135,0.07,0.25515,0.0625,0.24206
GR $u$ desc,136,0.065,0.24653,0.06,0.23749
GR $u$ desc,137,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,138,0.065,0.24653,0.06,0.23749
GR $u$ desc,139,0.07,0.25515,0.06,0.23749
GR $u$ desc,140,0.0675,0.25089,0.06,0.23749
GR $u$ desc,141,0.0725,0.25931,0.06,0.23749
GR $u$ desc,142,0.0725,0.25931,0.06,0.23749
GR $u$ desc,143,0.07,0.25515,0.06,0.23749
GR $u$ desc,144,0.0675,0.25089,0.06,0.23749
GR $u$ desc,145,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,146,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,147,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,148,0.0725,0.25931,0.0575,0.2328
GR $u$ desc,149,0.0675,0.25089,0.0575,0.2328
GR $u$ desc,150,0.065,0.24653,0.055,0.22798
GR $u$ desc,151,0.065,0.24653,0.0575,0.2328
GR $u$ desc,152,0.065,0.24653,0.06,0.23749
GR $u$ desc,153,0.065,0.24653,0.0575,0.2328
GR $u$ desc,154,0.065,0.24653,0.06,0.23749
GR $u$ desc,155,0.0625,0.24206,0.06,0.23749
GR $u$ desc,156,0.0675,0.25089,0.065,0.24653
GR $u$ desc,157,0.0675,0.25089,0.065,0.24653
GR $u$ desc,158,0.07,0.25515,0.0625,0.24206
GR $u$ desc,159,0.0675,0.25089,0.06,0.23749
GR $u$ desc,160,0.0675,0.25089,0.06,0.23749
GR $u$ desc,161,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,162,0.0675,0.25089,0.0625,0.24206
GR $u$ desc,163,0.0675,0.25089,0.0675,0.25089
GR $u$ desc,164,0.07,0.25515,0.07,0.25515
GR $u$ desc,165,0.07,0.25515,0.07,0.25515
GR $u$ desc,166,0.0675,0.25089,0.0675,0.25089
GR $u$ desc,167,0.07,0.25515,0.0675,0.25089
GR $u$ desc,168,0.07,0.25515,0.065,0.24653
GR $u$ desc,169,0.0725,0.25931,0.065,0.24653
GR $u$ desc,170,0.075,0.26339,0.0675,0.25089
GR $u$ desc,171,0.075,0.26339,0.0625,0.24206
GR $u$ desc,172,0.0725,0.25931,0.065,0.24653
GR $u$ desc,173,0.07,0.25515,0.0625,0.24206
GR $u$ desc,174,0.065,0.24653,0.0675,0.25089
GR $u$ desc,175,0.0675,0.25089,0.07,0.25515
GR $u$ desc,176,0.0725,0.25931,0.07,0.25515
GR $u$ desc,177,0.0725,0.25931,0.065,0.24653
GR $u$ desc,178,0.075,0.26339,0.07,0.25515
GR $u$ desc,179,0.08,0.27129,0.07,0.25515
GR $u$ desc,180,0.0775,0.26738,0.0725,0.25931
GR $u$ desc,181,0.08,0.27129,0.0775,0.26738
GR $u$ desc,182,0.0775,0.26738,0.0775,0.26738
GR $u$ desc,183,0.0775,0.26738,0.075,0.26339
GR $u$ desc,184,0.0775,0.26738,0.075,0.26339
GR $u$ desc,185,0.0775,0.26738,0.0775,0.26738
GR $u$ desc,186,0.0825,0.27512,0.0725,0.25931
GR $u$ desc,187,0.0825,0.27512,0.0725,0.25931
GR $u$ desc,188,0.0825,0.27512,0.0775,0.26738
GR $u$ desc,189,0.085,0.27888,0.075,0.26339
GR $u$ desc,190,0.0825,0.27512,0.0725,0.25931
GR $u$ desc,191,0.0825,0.27512,0.075,0.26339
GR $u$ desc,192,0.0825,0.27512,0.075,0.26339
GR $u$ desc,193,0.0825,0.27512,0.0775,0.26738
GR $u$ desc,194,0.085,0.27888,0.0725,0.25931
GR $u$ desc,195,0.085,0.27888,0.0725,0.25931
GR $u$ desc,196,0.09,0.28618,0.0675,0.25089
GR $u$ desc,197,0.09,0.28618,0.0625,0.24206
GR $u$ desc,198,0.085,0.27888,0.0625,0.24206
GR $u$ desc,199,0.0875,0.28257,0.0625,0.24206
GR $u$ desc,200,0.09,0.28618,0.0625,0.24206
