cond,Lprime,ns_mean,ns_std,sq_mean,sq_std
MUT $D$ desc,131,0.3275,0.4693,0.305,0.46041
MUT $D$ desc,132,0.3375,0.47286,0.3125,0.46351
MUT $D$ desc,133,0.3475,0.47618,0.315,0.46452
MUT $D$ desc,134,0.34,0.47371,0.305,0.46041
MUT $D$ desc,135,0.345,0.47537,0.3075,0.46146
MUT $D$ desc,136,0.3425,0.47455,0.3125,0.46351
MUT $D$ desc,137,0.355,0.47851,0.325,0.46837
MUT $D$ desc,138,0.35,0.47697,0.32,0.46648
MUT $D$ desc,139,0.3525,0.47775,0.3175,0.4655
MUT $D$ desc,140,0.3475,0.47618,0.3175,0.4655
MUT $D$ desc,141,0.3525,0.47775,0.3225,0.46743
MUT $D$ desc,142,0.3625,0.48072,0.3225,0.46743
MUT $D$ desc,143,0.355,0.47851,0.3125,0.46351
MUT $D$ desc,144,0.35,0.47697,0.315,0.46452
MUT $D$ desc,145,0.3525,0.47775,0.31,0.46249
MUT $D$ desc,146,0.35,0.47697,0.315,0.46452
MUT $D$ desc,147,0.3425,0.47455,0.305,0.46041
MUT $D$ desc,148,0.345,0.47537,0.3075,0.46146
MUT $D$ desc,149,0.3425,0.47455,0.305,0.46041
MUT $D$ desc,150,0.355,0.47851,0.3125,0.46351
MUT $D$ desc,151,0.3525,0.47775,0.31,0.46249
MUT $D$ desc,152,0.3475,0.47618,0.3125,0.46351
MUT $D$ desc,153,0.3575,0.47926,0.3175,0.4655
MUT $D$ desc,154,0.355,0.47851,0.32,0.46648
MUT $D$ desc,155,0.3575,0.47926,0.325,0.46837
MUT $D$ desc,156,0.3575,0.47926,0.3275,0.4693
MUT $D$ desc,157,0.365,0.48143,0.3175,0.4655
MUT $D$ desc,158,0.365,0.48143,0.3275,0.4693
MUT $D$ desc,159,0.37,0.4828,0.33,0.47021
MUT $D$ desc,160,0.37,0.4828,0.3275,0.4693
MUT $D$ desc,161,0.37,0.4828,0.3375,0.47286
MUT $D$ desc,162,0.37,0.4828,0.335,0.47199
MUT $D$ desc,163,0.37,0.4828,0.345,0.47537
MUT $D$ desc,164,0.3725,0.48347,0.3425,0.47455
MUT $D$ desc,165,0.375,0.48412,0.34,0.47371
MUT $D$ desc,166,0.3675,0.48212,0.34,0.47371
MUT $D$ desc,167,0.3775,0.48476,0.34,0.47371
MUT $D$ desc,168,0.3775,0.48476,0.3475,0.47618
MUT $D$ desc,169,0.39,0.48775,0.3475,0.47618
MUT $D$ desc,170,0.39,0.48775,0.35,0.47697
MUT $D$ desc,171,0.38,0.48539,0.3525,0.47775
MUT $D$ desc,172,0.39,0.48775,0.35,0.47697
MUT $D$ desc,173,0.3875,0.48718,0.3475,0.47618
MUT $D$ desc,174,0.38,0.48539,0.3425,0.47455
MUT $D$ desc,175,0.3825,0.486,0.35,0.47697
MUT $D$ desc,176,0.3775,0.48476,0.3575,0.47926
MUT $D$ desc,177,0.3875,0.48718,0.365,0.48143
MUT $D$ desc,178,0.3875,0.48718,0.3625,0.48072
MUT $D$ desc,179,0.3875,0.48718,0.36,0.48
MUT $D$ desc,180,0.3925,0.48831,0.355,0.47851
MUT $D$ desc,181,0.3775,0.48476,0.335,0.47199
MUT $D$ desc,182,0.385,0.4866,0.35,0.47697
MUT $D$ desc,183,0.3825,0.486,0.34,0.47371
MUT $D$ desc,184,0.3775,0.48476,0.345,0.47537
MUT $D$ desc,185,0.385,0.4866,0.3425,0.47455
MUT $D$ desc,186,0.3825,0.486,0.34,0.47371
MUT $D$ desc,187,0.38,0.48539,0.34,0.47371
MUT $D$ desc,188,0.38,0.48539,0.3475,0.47618
MUT $D$ desc,189,0.38,0.48539,0.3425,0.47455
MUT $D$ desc,190,0.3825,0.486,0.3425,0.47455
MUT $D$ desc,191,0.385,0.4866,0.3525,0.47775
MUT $D$ desc,192,0.39,0.48775,0.3475,0.47618
MUT $D$ desc,193,0.385,0.4866,0.3475,0.47618
MUT $D$ desc,194,0.39,0.48775,0.3525,0.47775
MUT $D$ desc,195,0.385,0.4866,0.3525,0.47775
MUT $D$ desc,196,0.4,0.4899,0.3475,0.47618
MUT $D$ desc,197,0.3975,0.48938,0.35,0.47697
MUT $D$ desc,198,0.395,0.48885,0.36,0.48
MUT $D$ desc,199,0.3925,0.48831,0.3525,0.47775
MUT $D$ desc,200,0.39,0.48775,0.3525,0.47775
MUT $u$ desc,2,0.0,0.0,0.0425,0.20173
MUT $u$ desc,3,0.005,0.07053,0.02,0.14
MUT $u$ desc,4,0.0025,0.04994,0.0225,0.1483
MUT $u$ desc,5,0.0125,0.1111,0.0275,0.16354
MUT $u$ desc,6,0.0125,0.1111,0.0375,0.18998
MUT $u$ desc,7,0.0125,0.1111,0.0425,0.20173
MUT $u$ desc,8,0.0225,0.1483,0.0375,0.18998
MUT $u$ desc,9,0.035,0.18378,0.055,0.22798
MUT $u$ desc,10,0.04,0.19596,0.0575,0.2328
MUT $u$ desc,11,0.05,0.21794,0.0625,0.24206
MUT $u$ desc,12,0.04,0.19596,0.0725,0.25931
MUT $u$ desc,13,0.0425,0.20173,0.075,0.26339
MUT $u$ desc,14,0.0625,0.24206,0.095,0.29321
MUT $u$ desc,15,0.0675,0.25089,0.0925,0.28973
MUT $u$ desc,16,0.07,0.25515,0.135,0.34172
MUT $u$ desc,17,0.095,0.29321,0.1475,0.3546
MUT $u$ desc,18,0.11,0.31289,0.1475,0.3546
MUT $u$ desc,19,0.12,0.32496,0.185,0.3883
MUT $u$ desc,20,0.1325,0.33903,0.1975,0.39811
MUT $u$ desc,21,0.1275,0.33353,0.205,0.4037
MUT $u$ desc,22,0.135,0.34172,0.215,0.41082
MUT $u$ desc,23,0.155,0.3619,0.1975,0.39811
MUT $u$ desc,24,0.16,0.36661,0.21,0.40731
MUT $u$ desc,25,0.17,0.37563,0.2125,0.40908
MUT $u$ desc,26,0.1775,0.38209,0.245,0.43009
MUT $u$ desc,27,0.185,0.3883,0.2625,0.43999
MUT $u$ desc,28,0.195,0.3962,0.26,0.43863
MUT $u$ desc,29,0.2,0.4,0.2575,0.43726
MUT $u$ desc,30,0.215,0.41082,0.2675,0.44266
MUT $u$ desc,31,0.225,0.41758,0.2975,0.45716
MUT $u$ desc,32,0.235,0.424,0.2975,0.45716
MUT $u$ desc,33,0.2575,0.43726,0.295,0.45604
MUT $u$ desc,34,0.2875,0.4526,0.3225,0.46743
MUT $u$ desc,35,0.29,0.45376,0.3375,0.47286
MUT $u$ desc,36,0.3075,0.46146,0.365,0.48143
MUT $u$ desc,37,0.3125,0.46351,0.3775,0.48476
MUT $u$ desc,38,0.325,0.46837,0.38,0.48539
MUT $u$ desc,39,0.325,0.46837,0.375,0.48412
MUT $u$ desc,40,0.335,0.47199,0.39,0.48775
MUT $u$ desc,41,0.3525,0.47775,0.395,0.48885
MUT $u$ desc,42,0.3525,0.47775,0.41,0.49183
MUT $u$ desc,43,0.345,0.47537,0.4,0.4899
MUT $u$ desc,44,0.3525,0.47775,0.4075,0.49137
MUT $u$ desc,45,0.355,0.47851,0.41,0.49183
MUT $u$ desc,46,0.3775,0.48476,0.43,0.49508
MUT $u$ desc,47,0.3875,0.48718,0.44,0.49639
MUT $u$ desc,48,0.4025,0.4904,0.4475,0.49724
MUT $u$ desc,49,0.42,0.49356,0.45,0.49749
MUT $u$ desc,50,0.4425,0.49668,0.47,0.4991
MUT $u$ desc,51,0.4325,0.49542,0.4875,0.49984
MUT $u$ desc,52,0.4525,0.49774,0.4975,0.49999
MUT $u$ desc,53,0.46,0.4984,0.51,0.4999
MUT $u$ desc,54,0.475,0.49937,0.515,0.49977
MUT $u$ desc,55,0.485,0.49977,0.5175,0.49969
MUT $u$ desc,56,0.4775,0.49949,0.5275,0.49924
MUT $u$ desc,57,0.4925,0.49994,0.5275,0.49924
MUT $u$ desc,58,0.495,0.49997,0.5225,0.49949
MUT $u$ desc,59,0.505,0.49997,0.525,0.49937
MUT $u$ desc,60,0.5175,0.49969,0.5575,0.49668
MUT $u$ desc,61,0.5225,0.49949,0.555,0.49697
MUT $u$ desc,62,0.5275,0.49924,0.5475,0.49774
MUT $u$ desc,63,0.525,0.49937,0.55,0.49749
MUT $u$ desc,64,0.535,0.49877,0.5475,0.49774
MUT $u$ desc,65,0.54,0.4984,0.56,0.49639
MUT $u$ desc,66,0.535,0.49877,0.56,0.49639
MUT $u$ desc,67,0.5475,0.49774,0.5725,0.49472
MUT $u$ desc,68,0.57,0.49508,0.58,0.49356
MUT $u$ desc,69,0.57,0.49508,0.585,0.49272
MUT $u$ desc,70,0.5725,0.49472,0.585,0.49272
MUT $u$ desc,71,0.58,0.49356,0.6,0.4899
MUT $u$ desc,72,0.6075,0.48831,0.6,0.4899
MUT $u$ desc,73,0.6025,0.48938,0.615,0.4866
MUT $u$ desc,74,0.6025,0.48938,0.615,0.4866
MUT $u$ desc,75,0.6125,0.48718,0.6225,0.48476
MUT $u$ desc,76,0.615,0.4866,0.625,0.48412
MUT $u$ desc,77,0.625,0.48412,0.6225,0.48476
MUT $u$ desc,78,0.625,0.48412,0.6275,0.48347
MUT $u$ desc,79,0.63,0.4828,0.64,0.48
MUT $u$ desc,80,0.6375,0.48072,0.6525,0.47618
MUT $u$ desc,81,0.635,0.48143,0.6525,0.47618
MUT $u$ desc,82,0.6375,0.48072,0.6425,0.47926
MUT $u$ desc,83,0.6425,0.47926,0.645,0.47851
MUT $u$ desc,84,0.645,0.47851,0.65,0.47697
MUT $u$ desc,85,0.6475,0.47775,0.6525,0.47618
MUT $u$ desc,86,0.6575,0.47455,0.6525,0.47618
MUT $u$ desc,87,0.6625,0.47286,0.6475,0.47775
MUT $u$ desc,88,0.6725,0.4693,0.65,0.47697
MUT $u$ desc,89,0.67,0.47021,0.655,0.47537
MUT $u$ desc,90,0.6625,0.47286,0.6625,0.47286
MUT $u$ desc,91,0.6725,0.4693,0.6625,0.47286
MUT $u$ desc,92,0.6825,0.4655,0.655,0.47537
MUT $u$ desc,93,0.6825,0.4655,0.65,0.47697
MUT $u$ desc,94,0.69,0.46249,0.6425,0.47926
MUT $u$ desc,95,0.69,0.46249,0.655,0.47537
MUT $u$ desc,96,0.6925,0.46146,0.665,0.47199
MUT $u$ desc,97,0.695,0.46041,0.675,0.46837
MUT $u$ desc,98,0.705,0.45604,0.6725,0.4693
MUT $u$ desc,99,0.7025,0.45716,0.675,0.46837
MUT $u$ desc,100,0.7025,0.45716,0.67,0.47021
MUT $u$ desc,101,0.7,0.45826,0.6675,0.47111
MUT $u$ desc,102,0.695,0.46041,0.675,0.46837
MUT $u$ desc,103,0.7,0.45826,0.6775,0.46743
MUT $u$ desc,104,0.71,0.45376,0.685,0.46452
MUT $u$ desc,105,0.7175,0.45022,0.69,0.46249
MUT $u$ desc,106,0.72,0.449,0.6925,0.46146
MUT $u$ desc,107,0.7225,0.44777,0.7,0.45826
MUT $u$ desc,108,0.7225,0.44777,0.7025,0.45716
MUT $u$ desc,109,0.7225,0.44777,0.7175,0.45022
MUT $u$ desc,110,0.7275,0.44525,0.715,0.45141
MUT $u$ desc,111,0.73,0.44396,0.72,0.449
MUT $u$ desc,112,0.74,0.43863,0.7175,0.45022
MUT $u$ desc,113,0.7325,0.44266,0.7125,0.4526
MUT $u$ desc,114,0.7325,0.44266,0.7175,0.45022
MUT $u$ desc,115,0.73,0.44396,0.7175,0.45022
MUT $u$ desc,116,0.7325,0.44266,0.715,0.45141
MUT $u$ desc,117,0.7275,0.44525,0.7175,0.45022
MUT $u$ desc,118,0.7325,0.44266,0.7275,0.44525
MUT $u$ desc,119,0.735,0.44133,0.735,0.44133
MUT $u$ desc,120,0.7375,0.43999,0.745,0.43586
MUT $u$ desc,121,0.7375,0.43999,0.75,0.43301
MUT $u$ desc,122,0.7375,0.43999,0.745,0.43586
MUT $u$ desc,123,0.7425,0.43726,0.7475,0.43445
MUT $u$ desc,124,0.745,0.43586,0.755,0.43009
MUT $u$ desc,125,0.75,0.43301,0.76,0.42708
MUT $u$ desc,126,0.74,0.43863,0.76,0.42708
MUT $u$ desc,127,0.7425,0.43726,0.7625,0.42555
MUT $u$ desc,128,0.74,0.43863,0.775,0.41758
MUT $u$ desc,129,0.75,0.43301,0.775,0.41758
MUT $u$ desc,130,0.76,0.42708,0.7675,0.42243
MUT $u$ desc,131,0.76,0.42708,0.7725,0.41922
MUT $u$ desc,132,0.765,0.424,0.7775,0.41593
MUT $u$ desc,133,0.765,0.424,0.775,0.41758
MUT $u$ desc,134,0.765,0.424,0.7725,0.41922
MUT $u$ desc,135,0.7775,0.41593,0.7725,0.41922
MUT $u$ desc,136,0.775,0.41758,0.7775,0.41593
MUT $u$ desc,137,0.775,0.41758,0.78,0.41425
MUT $u$ desc,138,0.77,0.42083,0.78,0.41425
MUT $u$ desc,139,0.775,0.41758,0.775,0.41758
MUT $u$ desc,140,0.7825,0.41255,0.7775,0.41593
MUT $u$ desc,141,0.7825,0.41255,0.78,0.41425
MUT $u$ desc,142,0.785,0.41082,0.78,0.41425
MUT $u$ desc,143,0.79,0.40731,0.7825,0.41255
MUT $u$ desc,144,0.79,0.40731,0.785,0.41082
MUT $u$ desc,145,0.7875,0.40908,0.7825,0.41255
MUT $u$ desc,146,0.7875,0.40908,0.78,0.41425
MUT $u$ desc,147,0.795,0.4037,0.775,0.41758
MUT $u$ desc,148,0.7925,0.40552,0.7725,0.41922
MUT $u$ desc,149,0.7925,0.40552,0.7775,0.41593
MUT $u$ desc,150,0.7975,0.40186,0.7825,0.41255
MUT $u$ desc,151,0.8,0.4,0.79,0.40731
MUT $u$ desc,152,0.8075,0.39426,0.7975,0.40186
MUT $u$ desc,153,0.8075,0.39426,0.795,0.4037
MUT $u$ desc,154,0.8075,0.39426,0.8,0.4
MUT $u$ desc,155,0.8025,0.39811,0.795,0.4037
MUT $u$ desc,156,0.81,0.3923,0.7925,0.40552
MUT $u$ desc,157,0.815,0.3883,0.7925,0.40552
MUT $u$ desc,158,0.82,0.38419,0.8,0.4
MUT $u$ desc,159,0.82,0.38419,0.795,0.4037
MUT $u$ desc,160,0.81,0.3923,0.8,0.4
MUT $u$ desc,161,0.815,0.3883,0.7975,0.40186
MUT $u$ desc,162,0.8125,0.39031,0.7975,0.40186
MUT $u$ desc,163,0.8125,0.39031,0.7925,0.40552
MUT $u$ desc,164,0.8175,0.38626,0.795,0.4037
MUT $u$ desc,165,0.815,0.3883,0.8075,0.39426
MUT $u$ desc,166,0.8125,0.39031,0.805,0.3962
MUT $u$ desc,167,0.81,0.3923,0.8025,0.39811
MUT $u$ desc,168,0.81,0.3923,0.8025,0.39811
MUT $u$ desc,169,0.8175,0.38626,0.8,0.4
MUT $u$ desc,170,0.8225,0.38209,0.8075,0.39426
MUT $u$ desc,171,0.8225,0.38209,0.8125,0.39031
MUT $u$ desc,172,0.835,0.37118,0.8075,0.39426
MUT $u$ desc,173,0.8375,0.36891,0.8075,0.39426
MUT $u$ desc,174,0.835,0.37118,0.8025,0.39811
MUT $u$ desc,175,0.835,0.37118,0.805,0.3962
MUT $u$ desc,176,0.8375,0.36891,0.8075,0.39426
MUT $u$ desc,177,0.8375,0.36891,0.8075,0.39426
MUT $u$ desc,178,0.84,0.36661,0.8075,0.39426
MUT $u$ desc,179,0.845,0.3619,0.81,0.3923
MUT $u$ desc,180,0.845,0.3619,0.8125,0.39031
MUT $u$ desc,181,0.8475,0.3595,0.8175,0.38626
MUT $u$ desc,182,0.84,0.36661,0.8225,0.38209
MUT $u$ desc,183,0.8375,0.36891,0.8225,0.38209
MUT $u$ desc,184,0.84,0.36661,0.82,0.38419
MUT $u$ desc,185,0.84,0.36661,0.82,0.38419
MUT $u$ desc,186,0.84,0.36661,0.82,0.38419
MUT $u$ desc,187,0.8475,0.3595,0.8225,0.38209
MUT $u$ desc,188,0.8425,0.36427,0.825,0.37997
MUT $u$ desc,189,0.845,0.3619,0.8275,0.37781
MUT $u$ desc,190,0.8425,0.36427,0.8275,0.37781
MUT $u$ desc,191,0.8425,0.36427,0.82,0.38419
MUT $u$ desc,192,0.84,0.36661,0.8175,0.38626
MUT $u$ desc,193,0.8475,0.3595,0.8175,0.38626
MUT $u$ desc,194,0.85,0.35707,0.8175,0.38626
MUT $u$ desc,195,0.85,0.35707,0.8225,0.38209
MUT $u$ desc,196,0.85,0.35707,0.825,0.37997
MUT $u$ desc,197,0.8475,0.3595,0.83,0.37563
MUT $u$ desc,198,0.85,0.35707,0.8325,0.37342
MUT $u$ desc,199,0.85,0.35707,0.8325,0.37342
MUT $u$ desc,200,0.8525,0.3546,0.835,0.37118
SIS $D$ asc,2,0.0025,0.04994,0.0325,0.17732
SIS $D$ asc,3,0.0075,0.08628,0.02,0.14
SIS $D$ asc,4,0.01,0.0995,0.0175,0.13112
SIS $D$ asc,5,0.0125,0.1111,0.0225,0.1483
SIS $D$ asc,6,0.0175,0.13112,0.0425,0.20173
SIS $D$ asc,7,0.0175,0.13112,0.03,0.17059
SIS $D$ asc,8,0.0325,0.17732,0.04,0.19596
SIS $D$ asc,9,0.0275,0.16354,0.04,0.19596
SIS $D$ asc,10,0.035,0.18378,0.0375,0.18998
SIS $D$ asc,11,0.0375,0.18998,0.0325,0.17732
SIS $D$ asc,12,0.0475,0.21271,0.035,0.18378
SIS $D$ asc,13,0.05,0.21794,0.04,0.19596
SIS $D$ asc,14,0.0475,0.21271,0.0425,0.20173
SIS $D$ asc,15,0.06,0.23749,0.05,0.21794
SIS $D$ asc,16,0.06,0.23749,0.0375,0.18998
SIS $D$ asc,17,0.0675,0.25089,0.0575,0.2328
SIS $D$ asc,18,0.0825,0.27512,0.0575,0.2328
SIS $D$ asc,19,0.0925,0.28973,0.0475,0.21271
SIS $D$ asc,20,0.0925,0.28973,0.06,0.23749
SIS $D$ asc,21,0.1,0.3,0.0775,0.26738
SIS $D$ asc,22,0.1,0.3,0.0875,0.28257
SIS $D$ asc,23,0.105,0.30655,0.085,0.27888
SIS $D$ asc,24,0.1175,0.32202,0.09,0.28618
SIS $D$ asc,25,0.12,0.32496,0.09,0.28618
SIS $D$ asc,26,0.1275,0.33353,0.085,0.27888
SIS $D$ asc,27,0.13,0.3363,0.0875,0.28257
SIS $D$ asc,28,0.1475,0.3546,0.0975,0.29664
SIS $D$ asc,29,0.15,0.35707,0.095,0.29321
SIS $D$ asc,30,0.155,0.3619,0.11,0.31289
SIS $D$ asc,31,0.155,0.3619,0.11,0.31289
SIS $D$ asc,32,0.1625,0.36891,0.1225,0.32786
SIS $D$ asc,33,0.1725,0.37781,0.1375,0.34437
SIS $D$ asc,34,0.1725,0.37781,0.13,0.3363
SIS $D$ asc,35,0.1625,0.36891,0.1425,0.34956
SIS $D$ asc,36,0.1725,0.37781,0.15,0.35707
SIS $D$ asc,37,0.18,0.38419,0.15,0.35707
SIS $D$ asc,38,0.1875,0.39031,0.15,0.35707
SIS $D$ asc,39,0.185,0.3883,0.1625,0.36891
SIS $D$ asc,40,0.195,0.3962,0.1575,0.36427
SIS $D$ asc,41,0.2125,0.40908,0.155,0.3619
SIS $D$ asc,42,0.2225,0.41593,0.1525,0.3595
SIS $D$ asc,43,0.2175,0.41255,0.1475,0.3546
SIS $D$ asc,44,0.2175,0.41255,0.155,0.3619
SIS $D$ asc,45,0.2175,0.41255,0.1625,0.36891
SIS $D$ asc,46,0.2075,0.40552,0.1675,0.37342
SIS $D$ asc,47,0.22,0.41425,0.1725,0.37781
SIS $D$ asc,48,0.225,0.41758,0.1675,0.37342
SIS $D$ asc,49,0.23,0.42083,0.1675,0.37342
SIS $D$ asc,50,0.2325,0.42243,0.1675,0.37342
SIS $D$ asc,51,0.225,0.41758,0.165,0.37118
SIS $D$ asc,52,0.2375,0.42555,0.1675,0.37342
SIS $D$ asc,53,0.235,0.424,0.1825,0.38626
SIS $D$ asc,54,0.2275,0.41922,0.16,0.36661
SIS $D$ asc,55,0.24,0.42708,0.1825,0.38626
SIS $D$ asc,56,0.245,0.43009,0.185,0.3883
SIS $D$ asc,57,0.245,0.43009,0.1875,0.39031
SIS $D$ asc,58,0.26,0.43863,0.19,0.3923
SIS $D$ asc,59,0.2525,0.43445,0.1925,0.39426
SIS $D$ asc,60,0.2625,0.43999,0.1975,0.39811
SIS $D$ asc,61,0.27,0.44396,0.19,0.3923
SIS $D$ asc,62,0.26,0.43863,0.1875,0.39031
SIS $D$ asc,63,0.26,0.43863,0.1925,0.39426
SIS $D$ asc,64,0.27,0.44396,0.195,0.3962
SIS $D$ asc,65,0.2625,0.43999,0.21,0.40731
SIS $D$ asc,66,0.265,0.44133,0.19,0.3923
SIS $D$ asc,67,0.2675,0.44266,0.1975,0.39811
SIS $D$ asc,68,0.2725,0.44525,0.1875,0.39031
SIS $D$ asc,69,0.275,0.44651,0.2,0.4
SIS $D$ asc,70,0.2875,0.4526,0.2125,0.40908
SIS $D$ asc,71,0.285,0.45141,0.215,0.41082
SIS $D$ asc,72,0.2875,0.4526,0.22,0.41425
SIS $D$ asc,73,0.29,0.45376,0.2175,0.41255
SIS $D$ asc,74,0.2825,0.45022,0.2175,0.41255
SIS $D$ asc,75,0.295,0.45604,0.2175,0.41255
SIS $D$ asc,76,0.285,0.45141,0.215,0.41082
SIS $D$ asc,77,0.295,0.45604,0.2175,0.41255
SIS $D$ asc,78,0.3,0.45826,0.22,0.41425
SIS $D$ asc,79,0.295,0.45604,0.2225,0.41593
SIS $D$ asc,80,0.295,0.45604,0.225,0.41758
SIS $D$ asc,81,0.29,0.45376,0.2175,0.41255
SIS $D$ asc,82,0.2925,0.45491,0.21,0.40731
SIS $D$ asc,83,0.295,0.45604,0.21,0.40731
SIS $D$ asc,84,0.305,0.46041,0.215,0.41082
SIS $D$ asc,85,0.3125,0.46351,0.225,0.41758
SIS $D$ asc,86,0.31,0.46249,0.23,0.42083
SIS $D$ asc,87,0.3075,0.46146,0.23,0.42083
SIS $D$ asc,88,0.3025,0.45934,0.2275,0.41922
SIS $D$ asc,89,0.3025,0.45934,0.24,0.42708
SIS $D$ asc,90,0.305,0.46041,0.2275,0.41922
SIS $D$ asc,91,0.3075,0.46146,0.225,0.41758
SIS $D$ asc,92,0.3125,0.46351,0.23,0.42083
SIS $D$ asc,93,0.31,0.46249,0.2425,0.4286
SIS $D$ asc,94,0.3075,0.46146,0.24,0.42708
SIS $D$ asc,95,0.3125,0.46351,0.245,0.43009
SIS $D$ asc,96,0.31,0.46249,0.2475,0.43156
SIS $D$ asc,97,0.3075,0.46146,0.2475,0.43156
SIS $D$ asc,98,0.31,0.46249,0.2475,0.43156
SIS $D$ asc,99,0.305,0.46041,0.2475,0.43156
SIS $D$ asc,100,0.315,0.46452,0.2625,0.43999
SIS $D$ asc,101,0.3225,0.46743,0.255,0.43586
SIS $D$ asc,102,0.3275,0.4693,0.25,0.43301
SIS $D$ asc,103,0.3275,0.4693,0.245,0.43009
SIS $D$ asc,104,0.3375,0.47286,0.25,0.43301
SIS $D$ asc,105,0.335,0.47199,0.26,0.43863
SIS $D$ asc,106,0.3325,0.47111,0.2625,0.43999
SIS $D$ asc,107,0.33,0.47021,0.2675,0.44266
SIS $D$ asc,108,0.3425,0.47455,0.27,0.44396
SIS $D$ asc,109,0.335,0.47199,0.2675,0.44266
SIS $D$ asc,110,0.3375,0.47286,0.275,0.44651
SIS $D$ asc,111,0.335,0.47199,0.2775,0.44777
SIS $D$ asc,112,0.3375,0.47286,0.27,0.44396
SIS $D$ asc,113,0.3375,0.47286,0.2675,0.44266
SIS $D$ asc,114,0.3375,0.47286,0.275,0.44651
SIS $D$ asc,115,0.335,0.47199,0.2725,0.44525
SIS $D$ asc,116,0.3325,0.47111,0.2775,0.44777
SIS $D$ asc,117,0.3425,0.47455,0.28,0.449
SIS $D$ asc,118,0.345,0.47537,0.28,0.449
SIS $D$ asc,119,0.35,0.47697,0.275,0.44651
SIS $D$ asc,120,0.345,0.47537,0.28,0.449
SIS $D$ asc,121,0.3425,0.47455,0.2825,0.45022
SIS $D$ asc,122,0.3475,0.47618,0.285,0.45141
SIS $D$ asc,123,0.35,0.47697,0.29,0.45376
SIS $D$ asc,124,0.3625,0.48072,0.2875,0.4526
SIS $D$ asc,125,0.3625,0.48072,0.285,0.45141
SIS $D$ asc,126,0.3725,0.48347,0.2925,0.45491
SIS $D$ asc,127,0.3775,0.48476,0.28,0.449
SIS $D$ asc,128,0.37,0.4828,0.285,0.45141
SIS $D$ asc,129,0.37,0.4828,0.29,0.45376
SIS $D$ asc,130,0.3675,0.48212,0.2875,0.4526
SIS $D$ asc,131,0.3675,0.48212,0.29,0.45376
SIS $D$ asc,132,0.3675,0.48212,0.2975,0.45716
SIS $D$ asc,133,0.3725,0.48347,0.295,0.45604
SIS $D$ asc,134,0.37,0.4828,0.29,0.45376
SIS $D$ asc,135,0.37,0.4828,0.285,0.45141
SIS $D$ asc,136,0.3625,0.48072,0.2825,0.45022
SIS $D$ asc,137,0.3725,0.48347,0.2925,0.45491
SIS $D$ asc,138,0.37,0.4828,0.2925,0.45491
SIS $D$ asc,139,0.3725,0.48347,0.29,0.45376
SIS $D$ asc,140,0.3775,0.48476,0.2925,0.45491
SIS $D$ asc,141,0.3725,0.48347,0.295,0.45604
SIS $D$ asc,142,0.3725,0.48347,0.295,0.45604
SIS $D$ asc,143,0.375,0.48412,0.2975,0.45716
SIS $D$ asc,144,0.3775,0.48476,0.3,0.45826
SIS $D$ asc,145,0.3775,0.48476,0.3,0.45826
SIS $D$ asc,146,0.38,0.48539,0.305,0.46041
SIS $D$ asc,147,0.3775,0.48476,0.3075,0.46146
SIS $D$ asc,148,0.37,0.4828,0.31,0.46249
SIS $D$ asc,149,0.3775,0.48476,0.3125,0.46351
SIS $D$ asc,150,0.375,0.48412,0.3125,0.46351
SIS $D$ asc,151,0.3775,0.48476,0.315,0.46452
SIS $D$ asc,152,0.37,0.4828,0.31,0.46249
SIS $D$ asc,153,0.375,0.48412,0.3075,0.46146
SIS $D$ asc,154,0.365,0.48143,0.31,0.46249
SIS $D$ asc,155,0.3725,0.48347,0.31,0.46249
SIS $D$ asc,156,0.3725,0.48347,0.3125,0.46351
SIS $D$ asc,157,0.3775,0.48476,0.315,0.46452
SIS $D$ asc,158,0.375,0.48412,0.3125,0.46351
SIS $D$ asc,159,0.38,0.48539,0.3175,0.4655
SIS $D$ asc,160,0.385,0.4866,0.315,0.46452
SIS $D$ asc,161,0.385,0.4866,0.3125,0.46351
SIS $D$ asc,162,0.39,0.48775,0.32,0.46648
SIS $D$ asc,163,0.3975,0.48938,0.3325,0.47111
SIS $D$ asc,164,0.3925,0.48831,0.325,0.46837
SIS $D$ asc,165,0.395,0.48885,0.325,0.46837
SIS $D$ asc,166,0.395,0.48885,0.32,0.46648
SIS $D$ asc,167,0.395,0.48885,0.3175,0.4655
SIS $D$ asc,168,0.3975,0.48938,0.32,0.46648
SIS $D$ asc,169,0.385,0.4866,0.33,0.47021
SIS $D$ asc,170,0.3875,0.48718,0.33,0.47021
SIS $D$ asc,171,0.3875,0.48718,0.33,0.47021
SIS $D$ asc,172,0.39,0.48775,0.34,0.47371
SIS $D$ asc,173,0.3925,0.48831,0.3375,0.47286
SIS $D$ asc,174,0.3975,0.48938,0.3425,0.47455
SIS $D$ asc,175,0.4,0.4899,0.3475,0.47618
SIS $D$ asc,176,0.4025,0.4904,0.35,0.47697
SIS $D$ asc,177,0.3975,0.48938,0.3475,0.47618
SIS $D$ asc,178,0.4025,0.4904,0.3525,0.47775
SIS $D$ asc,179,0.4025,0.4904,0.35,0.47697
SIS $D$ asc,180,0.395,0.48885,0.35,0.47697
SIS $D$ asc,181,0.405,0.49089,0.3475,0.47618
SIS $D$ asc,182,0.4,0.4899,0.345,0.47537
SIS $D$ asc,183,0.4,0.4899,0.345,0.47537
