cond,Lprime,mean,std
SIS $D$ asc,114,0.36691,0.24299
SIS $D$ asc,115,0.36753,0.2439
SIS $D$ asc,116,0.36883,0.24382
SIS $D$ asc,117,0.36986,0.24557
SIS $D$ asc,118,0.37129,0.24522
SIS $D$ asc,119,0.37258,0.24535
SIS $D$ asc,120,0.3735,0.24496
SIS $D$ asc,121,0.37472,0.24483
SIS $D$ asc,122,0.37514,0.24544
SIS $D$ asc,123,0.37537,0.24523
SIS $D$ asc,124,0.37668,0.24594
SIS $D$ asc,125,0.37832,0.24643
SIS $D$ asc,126,0.37986,0.2465
SIS $D$ asc,127,0.38074,0.24679
SIS $D$ asc,128,0.3815,0.24706
SIS $D$ asc,129,0.38183,0.24635
SIS $D$ asc,130,0.38317,0.24654
SIS $D$ asc,131,0.38352,0.24657
SIS $D$ asc,132,0.38347,0.24719
SIS $D$ asc,133,0.38432,0.24691
SIS $D$ asc,134,0.38495,0.24761
SIS $D$ asc,135,0.38562,0.24869
SIS $D$ asc,136,0.38666,0.24865
SIS $D$ asc,137,0.38697,0.24904
SIS $D$ asc,138,0.38797,0.24943
SIS $D$ asc,139,0.38873,0.24948
SIS $D$ asc,140,0.38898,0.2494
SIS $D$ asc,141,0.38968,0.24893
SIS $D$ asc,142,0.39045,0.24969
SIS $D$ asc,143,0.39147,0.2493
SIS $D$ asc,144,0.39284,0.24945
SIS $D$ asc,145,0.39381,0.2495
SIS $D$ asc,146,0.39504,0.24949
SIS $D$ asc,147,0.396,0.25047
SIS $D$ asc,148,0.39602,0.25117
SIS $D$ asc,149,0.39673,0.25126
SIS $D$ asc,150,0.39726,0.25161
SIS $D$ asc,151,0.39757,0.25277
SIS $D$ asc,152,0.39845,0.25353
SIS $D$ asc,153,0.39913,0.2536
SIS $D$ asc,154,0.39983,0.25342
SIS $D$ asc,155,0.40005,0.25334
SIS $D$ asc,156,0.40112,0.25314
SIS $D$ asc,157,0.40225,0.2536
SIS $D$ asc,158,0.40284,0.25365
SIS $D$ asc,159,0.40385,0.25354
SIS $D$ asc,160,0.40473,0.25414
SIS $D$ asc,161,0.40464,0.25498
SIS $D$ asc,162,0.40505,0.25557
SIS $D$ asc,163,0.40593,0.25544
SIS $D$ asc,164,0.40651,0.25571
SIS $D$ asc,165,0.40739,0.25609
SIS $D$ asc,166,0.40735,0.25612
SIS $D$ asc,167,0.40768,0.25628
SIS $D$ asc,168,0.40804,0.25655
SIS $D$ asc,169,0.40833,0.25727
SIS $D$ asc,170,0.40877,0.25772
SIS $D$ asc,171,0.41036,0.25825
SIS $D$ asc,172,0.41084,0.25883
SIS $D$ asc,173,0.41196,0.25927
SIS $D$ asc,174,0.41252,0.25988
SIS $D$ asc,175,0.41332,0.26013
SIS $D$ asc,176,0.41368,0.2599
SIS $D$ asc,177,0.41416,0.25996
SIS $D$ asc,178,0.414,0.26023
SIS $D$ asc,179,0.41468,0.25993
SIS $D$ asc,180,0.41513,0.26025
SIS $D$ asc,181,0.41574,0.26049
SIS $D$ asc,182,0.41587,0.26163
SIS $D$ asc,183,0.41653,0.26171
SIS $D$ asc,184,0.41722,0.26187
SIS $D$ asc,185,0.41761,0.26255
SIS $D$ asc,186,0.4182,0.26316
SIS $D$ asc,187,0.41824,0.26342
SIS $D$ asc,188,0.41894,0.2638
SIS $D$ asc,189,0.41953,0.2637
SIS $D$ asc,190,0.42079,0.26356
SIS $D$ asc,191,0.42138,0.26394
SIS $D$ asc,192,0.42214,0.26347
SIS $D$ asc,193,0.42243,0.2639
SIS $D$ asc,194,0.42288,0.26356
SIS $D$ asc,195,0.42324,0.2634
SIS $D$ asc,196,0.42357,0.2632
SIS $D$ asc,197,0.42442,0.26369
SIS $D$ asc,198,0.42484,0.26374
SIS $D$ asc,199,0.4252,0.2641
SIS $D$ asc,200,0.42552,0.26468
SIS $D$ desc,2,0.10877,0.09817
SIS $D$ desc,3,0.16955,0.11396
SIS $D$ desc,4,0.21066,0.12582
SIS $D$ desc,5,0.24726,0.13247
SIS $D$ desc,6,0.27888,0.13685
SIS $D$ desc,7,0.30523,0.14212
SIS $D$ desc,8,0.32726,0.14806
SIS $D$ desc,9,0.34854,0.14987
SIS $D$ desc,10,0.3663,0.15155
SIS $D$ desc,11,0.38246,0.1529
SIS $D$ desc,12,0.39807,0.15336
SIS $D$ desc,13,0.41181,0.15359
SIS $D$ desc,14,0.4241,0.15359
SIS $D$ desc,15,0.43827,0.15216
SIS $D$ desc,16,0.4496,0.15325
SIS $D$ desc,17,0.46032,0.15269
SIS $D$ desc,18,0.47088,0.15258
SIS $D$ desc,19,0.48056,0.15071
SIS $D$ desc,20,0.48876,0.15097
SIS $D$ desc,21,0.49685,0.15037
SIS $D$ desc,22,0.50453,0.14944
SIS $D$ desc,23,0.51196,0.14989
SIS $D$ desc,24,0.51808,0.15
SIS $D$ desc,25,0.52437,0.151
SIS $D$ desc,26,0.53024,0.15202
SIS $D$ desc,27,0.53725,0.15015
SIS $D$ desc,28,0.54169,0.15
SIS $D$ desc,29,0.54744,0.1488
SIS $D$ desc,30,0.55227,0.14767
SIS $D$ desc,31,0.55749,0.14701
SIS $D$ desc,32,0.56239,0.14587
SIS $D$ desc,33,0.56692,0.14596
SIS $D$ desc,34,0.57101,0.14558
SIS $D$ desc,35,0.57509,0.1461
SIS $D$ desc,36,0.57818,0.14549
SIS $D$ desc,37,0.58259,0.14528
SIS $D$ desc,38,0.58734,0.14419
SIS $D$ desc,39,0.59122,0.14364
SIS $D$ desc,40,0.5956,0.14374
SIS $D$ desc,41,0.59814,0.14345
SIS $D$ desc,42,0.6014,0.14258
SIS $D$ desc,43,0.60473,0.14218
SIS $D$ desc,44,0.60855,0.14171
SIS $D$ desc,45,0.61167,0.14083
SIS $D$ desc,46,0.61445,0.14066
SIS $D$ desc,47,0.61792,0.14018
SIS $D$ desc,48,0.62097,0.13991
SIS $D$ desc,49,0.62436,0.1391
SIS $D$ desc,50,0.62707,0.13828
SIS $D$ desc,51,0.63069,0.13713
SIS $D$ desc,52,0.63415,0.13575
SIS $D$ desc,53,0.63689,0.13475
SIS $D$ desc,54,0.63986,0.1341
SIS $D$ desc,55,0.64219,0.13378
SIS $D$ desc,56,0.64445,0.13325
SIS $D$ desc,57,0.64684,0.13265
SIS $D$ desc,58,0.64897,0.1321
SIS $D$ desc,59,0.65134,0.13179
SIS $D$ desc,60,0.65325,0.13134
SIS $D$ desc,61,0.65564,0.13067
SIS $D$ desc,62,0.6578,0.13006
SIS $D$ desc,63,0.66026,0.12895
SIS $D$ desc,64,0.66302,0.12844
SIS $D$ desc,65,0.66507,0.12816
SIS $D$ desc,66,0.6669,0.12798
SIS $D$ desc,67,0.66904,0.12726
SIS $D$ desc,68,0.67106,0.12714
SIS $D$ desc,69,0.67321,0.12651
SIS $D$ desc,70,0.67538,0.12569
SIS $D$ desc,71,0.67797,0.12484
SIS $D$ desc,72,0.6802,0.1245
SIS $D$ desc,73,0.68163,0.124
SIS $D$ desc,74,0.68336,0.12354
SIS $D$ desc,75,0.68564,0.12298
SIS $D$ desc,76,0.68762,0.12237
SIS $D$ desc,77,0.68939,0.12177
SIS $D$ desc,78,0.69057,0.12156
SIS $D$ desc,79,0.69229,0.1206
SIS $D$ desc,80,0.69439,0.12023
SIS $D$ desc,81,0.69575,0.12016
SIS $D$ desc,82,0.69706,0.11994
SIS $D$ desc,83,0.69881,0.11963
SIS $D$ desc,84,0.70019,0.11922
SIS $D$ desc,85,0.70186,0.11895
SIS $D$ desc,86,0.70341,0.11822
SIS $D$ desc,87,0.70433,0.11819
SIS $D$ desc,88,0.70565,0.11806
SIS $D$ desc,89,0.70713,0.11814
SIS $D$ desc,90,0.70824,0.11791
SIS $D$ desc,91,0.70996,0.11707
SIS $D$ desc,92,0.71072,0.11674
SIS $D$ desc,93,0.71194,0.11652
SIS $D$ desc,94,0.7132,0.11601
SIS $D$ desc,95,0.7144,0.11576
SIS $D$ desc,96,0.71566,0.11581
SIS $D$ desc,97,0.71706,0.11489
SIS $D$ desc,98,0.71777,0.11497
SIS $D$ desc,99,0.71894,0.11448
SIS $D$ desc,100,0.71995,0.11421
SIS $D$ desc,101,0.72107,0.11421
SIS $D$ desc,102,0.72203,0.11416
SIS $D$ desc,103,0.72332,0.11366
SIS $D$ desc,104,0.72464,0.11286
SIS $D$ desc,105,0.72593,0.1127
SIS $D$ desc,106,0.72701,0.11216
SIS $D$ desc,107,0.72815,0.11194
SIS $D$ desc,108,0.72901,0.11158
SIS $D$ desc,109,0.72987,0.11162
SIS $D$ desc,110,0.73114,0.11135
SIS $D$ desc,111,0.73244,0.11063
SIS $D$ desc,112,0.73309,0.11062
SIS $D$ desc,113,0.73454,0.10989
SIS $D$ desc,114,0.73526,0.10983
SIS $D$ desc,115,0.73628,0.10959
SIS $D$ desc,116,0.73749,0.10913
SIS $D$ desc,117,0.73859,0.10878
SIS $D$ desc,118,0.73949,0.10843
SIS $D$ desc,119,0.74053,0.10831
SIS $D$ desc,120,0.74183,0.10792
SIS $D$ desc,121,0.74271,0.10748
SIS $D$ desc,122,0.74376,0.10739
SIS $D$ desc,123,0.74444,0.10736
SIS $D$ desc,124,0.7448,0.10721
SIS $D$ desc,125,0.74571,0.10723
SIS $D$ desc,126,0.74676,0.10717
SIS $D$ desc,127,0.74739,0.10744
SIS $D$ desc,128,0.74824,0.10719
SIS $D$ desc,129,0.74904,0.10751
SIS $D$ desc,130,0.75019,0.10712
SIS $D$ desc,131,0.75121,0.10694
SIS $D$ desc,132,0.7518,0.10659
SIS $D$ desc,133,0.75234,0.1062
SIS $D$ desc,134,0.75309,0.106
SIS $D$ desc,135,0.75416,0.10611
SIS $D$ desc,136,0.75511,0.10583
SIS $D$ desc,137,0.75606,0.10511
SIS $D$ desc,138,0.75685,0.10424
SIS $D$ desc,139,0.75743,0.10397
SIS $D$ desc,140,0.75798,0.10427
SIS $D$ desc,141,0.75851,0.10419
SIS $D$ desc,142,0.75975,0.10385
SIS $D$ desc,143,0.76039,0.10385
SIS $D$ desc,144,0.7609,0.10381
SIS $D$ desc,145,0.76149,0.10403
SIS $D$ desc,146,0.76223,0.104
SIS $D$ desc,147,0.763,0.10355
SIS $D$ desc,148,0.76371,0.10362
SIS $D$ desc,149,0.76478,0.10319
SIS $D$ desc,150,0.76525,0.10307
SIS $D$ desc,151,0.76619,0.10235
SIS $D$ desc,152,0.76672,0.10211
SIS $D$ desc,153,0.7675,0.10165
SIS $D$ desc,154,0.76814,0.10122
SIS $D$ desc,155,0.76892,0.10069
SIS $D$ desc,156,0.76949,0.10044
SIS $D$ desc,157,0.76989,0.10036
SIS $D$ desc,158,0.77048,0.10044
SIS $D$ desc,159,0.77104,0.09995
SIS $D$ desc,160,0.77178,0.09989
SIS $D$ desc,161,0.77272,0.0992
SIS $D$ desc,162,0.77335,0.09934
SIS $D$ desc,163,0.7739,0.09909
SIS $D$ desc,164,0.77482,0.09893
SIS $D$ desc,165,0.77571,0.09868
SIS $D$ desc,166,0.77627,0.09823
SIS $D$ desc,167,0.77697,0.09823
SIS $D$ desc,168,0.77774,0.09765
SIS $D$ desc,169,0.77808,0.09755
SIS $D$ desc,170,0.77879,0.09741
SIS $D$ desc,171,0.77935,0.09746
SIS $D$ desc,172,0.77999,0.09712
SIS $D$ desc,173,0.78024,0.0975
SIS $D$ desc,174,0.78088,0.09725
SIS $D$ desc,175,0.78132,0.09721
SIS $D$ desc,176,0.78195,0.09694
SIS $D$ desc,177,0.78241,0.09681
SIS $D$ desc,178,0.78327,0.09634
SIS $D$ desc,179,0.7836,0.09637
SIS $D$ desc,180,0.78438,0.09608
SIS $D$ desc,181,0.78506,0.09574
SIS $D$ desc,182,0.78547,0.09561
SIS $D$ desc,183,0.78612,0.09534
SIS $D$ desc,184,0.78637,0.09525
SIS $D$ desc,185,0.78685,0.09519
SIS $D$ desc,186,0.78719,0.09513
SIS $D$ desc,187,0.78789,0.09495
SIS $D$ desc,188,0.78821,0.09494
SIS $D$ desc,189,0.78883,0.09489
SIS $D$ desc,190,0.78954,0.09449
SIS $D$ desc,191,0.7903,0.09421
SIS $D$ desc,192,0.79094,0.0938
SIS $D$ desc,193,0.79132,0.09343
SIS $D$ desc,194,0.79175,0.09336
SIS $D$ desc,195,0.792,0.09338
SIS $D$ desc,196,0.79255,0.09287
SIS $D$ desc,197,0.79286,0.09282
SIS $D$ desc,198,0.79345,0.09242
SIS $D$ desc,199,0.79415,0.09203
SIS $D$ desc,200,0.79457,0.09214
GR $D$ desc,2,0.00609,0.0801
GR $D$ desc,3,0.00877,0.07838
GR $D$ desc,4,0.00846,0.07554
GR $D$ desc,5,0.00825,0.07915
GR $D$ desc,6,0.01093,0.08098
GR $D$ desc,7,0.01165,0.08205
GR $D$ desc,8,0.01537,0.08217
GR $D$ desc,9,0.01848,0.08254
GR $D$ desc,10,0.02114,0.0833
GR $D$ desc,11,0.0193,0.08224
GR $D$ desc,12,0.01993,0.08497
GR $D$ desc,13,0.01949,0.08528
GR $D$ desc,14,0.02074,0.08601
GR $D$ desc,15,0.02185,0.08771
GR $D$ desc,16,0.02506,0.08813
GR $D$ desc,17,0.02745,0.08678
GR $D$ desc,18,0.02882,0.08734
GR $D$ desc,19,0.02977,0.08763
GR $D$ desc,20,0.03039,0.08891
GR $D$ desc,21,0.03056,0.0893
GR $D$ desc,22,0.0316,0.0907
GR $D$ desc,23,0.03194,0.0916
GR $D$ desc,24,0.03318,0.09118
GR $D$ desc,25,0.03341,0.09125
GR $D$ desc,26,0.0346,0.09228
GR $D$ desc,27,0.03382,0.09313
GR $D$ desc,28,0.03564,0.09461
GR $D$ desc,29,0.0367,0.096
GR $D$ desc,30,0.037,0.09612
GR $D$ desc,31,0.03815,0.09626
GR $D$ desc,32,0.03868,0.09644
GR $D$ desc,33,0.04015,0.09823
GR $D$ desc,34,0.04118,0.09943
GR $D$ desc,35,0.04242,0.09987
GR $D$ desc,36,0.04286,0.10002
GR $D$ desc,37,0.04322,0.1012
GR $D$ desc,38,0.04348,0.10233
GR $D$ desc,39,0.04382,0.10308
GR $D$ desc,40,0.04413,0.10307
GR $D$ desc,41,0.04566,0.10255
GR $D$ desc,42,0.04633,0.10309
GR $D$ desc,43,0.04616,0.10196
GR $D$ desc,44,0.04759,0.10143
GR $D$ desc,45,0.04752,0.10212
GR $D$ desc,46,0.04837,0.10316
GR $D$ desc,47,0.04973,0.10331
GR $D$ desc,48,0.05007,0.10328
GR $D$ desc,49,0.0514,0.10354
GR $D$ desc,50,0.0512,0.10327
GR $D$ desc,51,0.05048,0.10244
GR $D$ desc,52,0.05085,0.10263
GR $D$ desc,53,0.05134,0.10218
GR $D$ desc,54,0.05232,0.103
GR $D$ desc,55,0.0523,0.10407
GR $D$ desc,56,0.05084,0.10496
GR $D$ desc,57,0.05082,0.10613
GR $D$ desc,58,0.05115,0.10639
GR $D$ desc,59,0.05112,0.10727
GR $D$ desc,60,0.05099,0.10825
GR $D$ desc,61,0.05158,0.10941
GR $D$ desc,62,0.05047,0.10987
GR $D$ desc,63,0.05076,0.11028
GR $D$ desc,64,0.05257,0.11123
GR $D$ desc,65,0.05268,0.11075
GR $D$ desc,66,0.05293,0.11097
GR $D$ desc,67,0.05285,0.11069
GR $D$ desc,68,0.05299,0.11097
GR $D$ desc,69,0.05364,0.11086
GR $D$ desc,70,0.05416,0.11111
GR $D$ desc,71,0.05454,0.11162
GR $D$ desc,72,0.05583,0.1121
GR $D$ desc,73,0.05689,0.11169
GR $D$ desc,74,0.05733,0.11245
GR $D$ desc,75,0.05904,0.11295
GR $D$ desc,76,0.05879,0.11362
GR $D$ desc,77,0.05865,0.11331
GR $D$ desc,78,0.05895,0.11457
GR $D$ desc,79,0.05948,0.11493
GR $D$ desc,80,0.05987,0.1149
GR $D$ desc,81,0.06041,0.11587
GR $D$ desc,82,0.06156,0.11652
GR $D$ desc,83,0.06165,0.11686
GR $D$ desc,84,0.06224,0.1177
GR $D$ desc,85,0.06331,0.1182
GR $D$ desc,86,0.06289,0.11836
GR $D$ desc,87,0.06343,0.11888
GR $D$ desc,88,0.06343,0.11852
GR $D$ desc,89,0.06338,0.11898
GR $D$ desc,90,0.06434,0.11939
GR $D$ desc,91,0.06486,0.11956
GR $D$ desc,92,0.06545,0.12046
GR $D$ desc,93,0.0656,0.12114
GR $D$ desc,94,0.06583,0.12156
GR $D$ desc,95,0.06611,0.12163
GR $D$ desc,96,0.06535,0.12202
GR $D$ desc,97,0.06558,0.12195
GR $D$ desc,98,0.06646,0.12124
GR $D$ desc,99,0.06693,0.12172
GR $D$ desc,100,0.06708,0.12218
GR $D$ desc,101,0.06743,0.12262
GR $D$ desc,102,0.06773,0.12276
GR $D$ desc,103,0.06817,0.12282
GR $D$ desc,104,0.06907,0.12332
GR $D$ desc,105,0.0693,0.12377
GR $D$ desc,106,0.06913,0.12413
GR $D$ desc,107,0.06948,0.12365
GR $D$ desc,108,0.07,0.1236
GR $D$ desc,109,0.06965,0.12382
GR $D$ desc,110,0.0701,0.12335
GR $D$ desc,111,0.07012,0.12345
GR $D$ desc,112,0.06986,0.12395
GR $D$ desc,113,0.07039,0.12441
GR $D$ desc,114,0.07029,0.12434
GR $D$ desc,115,0.07031,0.12458
GR $D$ desc,116,0.0711,0.12463
GR $D$ desc,117,0.07175,0.12457
GR $D$ desc,118,0.07251,0.12431
GR $D$ desc,119,0.07277,0.12415
GR $D$ desc,120,0.07304,0.12423
GR $D$ desc,121,0.07318,0.12477
GR $D$ desc,122,0.07365,0.12514
GR $D$ desc,123,0.0742,0.12548
GR $D$ desc,124,0.07371,0.12532
GR $D$ desc,125,0.07365,0.12606
GR $D$ desc,126,0.0741,0.1261
GR $D$ desc,127,0.07407,0.1263
GR $D$ desc,128,0.07376,0.12688
GR $D$ desc,129,0.07419,0.12674
GR $D$ desc,130,0.07388,0.12699
GR $D$ desc,131,0.07359,0.12711
GR $D$ desc,132,0.07384,0.12767
GR $D$ desc,133,0.07363,0.12782
GR $D$ desc,134,0.07439,0.12801
GR $D$ desc,135,0.07515,0.12797
GR $D$ desc,136,0.07545,0.12817
GR $D$ desc,137,0.07555,0.1283
GR $D$ desc,138,0.07569,0.12889
GR $D$ desc,139,0.0755,0.12855
GR $D$ desc,140,0.07569,0.12908
GR $D$ desc,141,0.07561,0.12923
GR $D$ desc,142,0.07532,0.12931
GR $D$ desc,143,0.07581,0.1289
GR $D$ desc,144,0.07608,0.12908
GR $D$ desc,145,0.07598,0.1295
GR $D$ desc,146,0.0759,0.12976
GR $D$ desc,147,0.07646,0.12976
GR $D$ desc,148,0.07646,0.12945
GR $D$ desc,149,0.0767,0.12948
GR $D$ desc,150,0.07734,0.12998
GR $D$ desc,151,0.07693,0.13011
GR $D$ desc,152,0.07676,0.13002
GR $D$ desc,153,0.07722,0.12968
GR $D$ desc,154,0.07758,0.12973
GR $D$ desc,155,0.07732,0.12975
GR $D$ desc,156,0.07695,0.13
GR $D$ desc,157,0.07662,0.1306
GR $D$ desc,158,0.07738,0.13083
GR $D$ desc,159,0.07778,0.13067
GR $D$ desc,160,0.07828,0.131
GR $D$ desc,161,0.07848,0.13144
GR $D$ desc,162,0.07893,0.1316
GR $D$ desc,163,0.07941,0.13194
GR $D$ desc,164,0.07913,0.13251
GR $D$ desc,165,0.07956,0.13249
GR $D$ desc,166,0.0797,0.13271
GR $D$ desc,167,0.08007,0.13302
GR $D$ desc,168,0.08046,0.13363
GR $D$ desc,169,0.08091,0.13373
GR $D$ desc,170,0.08149,0.13363
GR $D$ desc,171,0.08147,0.13423
GR $D$ desc,172,0.0811,0.13488
GR $D$ desc,173,0.08179,0.13552
GR $D$ desc,174,0.08193,0.1353
GR $D$ desc,175,0.08197,0.1355
GR $D$ desc,176,0.08186,0.13609
GR $D$ desc,177,0.08233,0.1353
GR $D$ desc,178,0.08217,0.13509
GR $D$ desc,179,0.08173,0.13564
GR $D$ desc,180,0.08126,0.13579
GR $D$ desc,181,0.08135,0.13631
GR $D$ desc,182,0.08128,0.1364
GR $D$ desc,183,0.08128,0.13681
GR $D$ desc,184,0.0814,0.13678
GR $D$ desc,185,0.08122,0.13732
GR $D$ desc,186,0.08087,0.13841
GR $D$ desc,187,0.08141,0.13912
GR $D$ desc,188,0.08117,0.13945
GR $D$ desc,189,0.08118,0.13918
GR $D$ desc,190,0.08163,0.13948
GR $D$ desc,191,0.08152,0.13965
GR $D$ desc,192,0.08239,0.14047
GR $D$ desc,193,0.08253,0.14065
GR $D$ desc,194,0.08263,0.14031
GR $D$ desc,195,0.08246,0.14128
GR $D$ desc,196,0.08292,0.14097
GR $D$ desc,197,0.08254,0.14095
GR $D$ desc,198,0.08286,0.1411
GR $D$ desc,199,0.08318,0.14152
GR $D$ desc,200,0.08365,0.14174
GR $u$ desc,2,-0.00188,0.08347
GR $u$ desc,3,0.00471,0.08636
GR $u$ desc,4,0.00844,0.08692
GR $u$ desc,5,0.01054,0.08638
GR $u$ desc,6,0.0093,0.08747
GR $u$ desc,7,0.01129,0.08988
GR $u$ desc,8,0.01479,0.08987
GR $u$ desc,9,0.0149,0.08832
GR $u$ desc,10,0.01507,0.08911
GR $u$ desc,11,0.01641,0.09005
GR $u$ desc,12,0.01664,0.09062
GR $u$ desc,13,0.01742,0.09271
GR $u$ desc,14,0.01739,0.0923
GR $u$ desc,15,0.01653,0.09585
GR $u$ desc,16,0.01798,0.09809
GR $u$ desc,17,0.01779,0.09827
GR $u$ desc,18,0.01604,0.09932
GR $u$ desc,19,0.01665,0.10112
GR $u$ desc,20,0.01894,0.1012
GR $u$ desc,21,0.01966,0.10268
GR $u$ desc,22,0.02259,0.10291
GR $u$ desc,23,0.02146,0.10097
GR $u$ desc,24,0.02374,0.1033
GR $u$ desc,25,0.02357,0.10327
GR $u$ desc,26,0.02442,0.10193
GR $u$ desc,27,0.0239,0.10217
GR $u$ desc,28,0.02465,0.10335
GR $u$ desc,29,0.02666,0.10328
GR $u$ desc,30,0.02751,0.10389
GR $u$ desc,31,0.02785,0.10341
GR $u$ desc,32,0.02852,0.10459
GR $u$ desc,33,0.02981,0.10415
GR $u$ desc,34,0.02964,0.1042
GR $u$ desc,35,0.02878,0.10422
GR $u$ desc,36,0.02942,0.10458
GR $u$ desc,37,0.02787,0.10559
GR $u$ desc,38,0.02868,0.10549
GR $u$ desc,39,0.02961,0.10614
GR $u$ desc,40,0.02978,0.10681
GR $u$ desc,41,0.03069,0.10822
GR $u$ desc,42,0.03123,0.109
GR $u$ desc,43,0.0327,0.10885
GR $u$ desc,44,0.03196,0.1077
GR $u$ desc,45,0.03166,0.10812
GR $u$ desc,46,0.03265,0.10884
GR $u$ desc,47,0.03401,0.10981
GR $u$ desc,48,0.03381,0.10944
GR $u$ desc,49,0.03489,0.11121
GR $u$ desc,50,0.03459,0.11122
GR $u$ desc,51,0.03468,0.11112
GR $u$ desc,52,0.03566,0.11145
GR $u$ desc,53,0.03476,0.11115
GR $u$ desc,54,0.03514,0.11159
GR $u$ desc,55,0.0357,0.11192
GR $u$ desc,56,0.03551,0.11253
GR $u$ desc,57,0.03631,0.1134
GR $u$ desc,58,0.03671,0.11435
GR $u$ desc,59,0.03617,0.11413
GR $u$ desc,60,0.0375,0.11428
GR $u$ desc,61,0.03817,0.11455
GR $u$ desc,62,0.03879,0.11554
GR $u$ desc,63,0.04015,0.11528
GR $u$ desc,64,0.04018,0.11518
GR $u$ desc,65,0.04115,0.1151
GR $u$ desc,66,0.04074,0.11625
GR $u$ desc,67,0.04083,0.11652
GR $u$ desc,68,0.04139,0.11686
GR $u$ desc,69,0.04147,0.11766
GR $u$ desc,70,0.04041,0.11773
GR $u$ desc,71,0.04053,0.11753
GR $u$ desc,72,0.04095,0.11867
GR $u$ desc,73,0.041,0.1188
GR $u$ desc,74,0.04156,0.1189
GR $u$ desc,75,0.04164,0.11957
GR $u$ desc,76,0.04233,0.11975
GR $u$ desc,77,0.04241,0.11968
GR $u$ desc,78,0.04247,0.11986
GR $u$ desc,79,0.04362,0.12049
GR $u$ desc,80,0.04367,0.12024
GR $u$ desc,81,0.04312,0.12085
GR $u$ desc,82,0.04344,0.12097
GR $u$ desc,83,0.04418,0.12221
GR $u$ desc,84,0.04489,0.12261
GR $u$ desc,85,0.04462,0.1233
GR $u$ desc,86,0.0441,0.12337
GR $u$ desc,87,0.04463,0.12322
GR $u$ desc,88,0.04534,0.12401
GR $u$ desc,89,0.04476,0.12432
GR $u$ desc,90,0.04497,0.12413
GR $u$ desc,91,0.04455,0.12364
GR $u$ desc,92,0.04472,0.12407
GR $u$ desc,93,0.04599,0.12435
GR $u$ desc,94,0.04676,0.12523
GR $u$ desc,95,0.04752,0.1247
GR $u$ desc,96,0.04761,0.12562
GR $u$ desc,97,0.0482,0.12602
GR $u$ desc,98,0.04831,0.12617
GR $u$ desc,99,0.04855,0.12624
GR $u$ desc,100,0.04924,0.12621
GR $u$ desc,101,0.04899,0.12625
GR $u$ desc,102,0.04939,0.12687
GR $u$ desc,103,0.0492,0.12634
GR $u$ desc,104,0.04941,0.12666
GR $u$ desc,105,0.04936,0.12655
GR $u$ desc,106,0.04916,0.12708
GR $u$ desc,107,0.04986,0.12776
GR $u$ desc,108,0.04965,0.12815
GR $u$ desc,109,0.04898,0.12834
GR $u$ desc,110,0.04926,0.12842
GR $u$ desc,111,0.0491,0.12901
GR $u$ desc,112,0.04967,0.12932
GR $u$ desc,113,0.04973,0.12942
GR $u$ desc,114,0.05038,0.12924
GR $u$ desc,115,0.04984,0.12956
GR $u$ desc,116,0.04968,0.12935
GR $u$ desc,117,0.04978,0.12976
GR $u$ desc,118,0.04985,0.12989
GR $u$ desc,119,0.0499,0.12983
GR $u$ desc,120,0.04977,0.12986
GR $u$ desc,121,0.04973,0.1305
GR $u$ desc,122,0.04992,0.13089
GR $u$ desc,123,0.05046,0.13072
GR $u$ desc,124,0.05004,0.12995
GR $u$ desc,125,0.0507,0.13049
GR $u$ desc,126,0.05113,0.13084
GR $u$ desc,127,0.0523,0.13022
GR $u$ desc,128,0.05258,0.13033
GR $u$ desc,129,0.05289,0.13071
GR $u$ desc,130,0.05312,0.13094
GR $u$ desc,131,0.05344,0.13178
GR $u$ desc,132,0.0537,0.13212
GR $u$ desc,133,0.05429,0.1327
GR $u$ desc,134,0.05443,0.13288
GR $u$ desc,135,0.05387,0.13361
GR $u$ desc,136,0.05397,0.13358
GR $u$ desc,137,0.05443,0.13393
GR $u$ desc,138,0.05402,0.13398
GR $u$ desc,139,0.05335,0.13413
GR $u$ desc,140,0.05398,0.13422
GR $u$ desc,141,0.05332,0.13444
GR $u$ desc,142,0.05232,0.13403
GR $u$ desc,143,0.05286,0.13417
GR $u$ desc,144,0.05316,0.1353
GR $u$ desc,145,0.05393,0.13508
GR $u$ desc,146,0.05381,0.13492
GR $u$ desc,147,0.05416,0.13553
GR $u$ desc,148,0.05441,0.13583
GR $u$ desc,149,0.05476,0.13599
GR $u$ desc,150,0.05477,0.13638
GR $u$ desc,151,0.05508,0.13738
GR $u$ desc,152,0.05471,0.13785
GR $u$ desc,153,0.05486,0.13866
GR $u$ desc,154,0.05552,0.13905
GR $u$ desc,155,0.05497,0.13952
GR $u$ desc,156,0.05508,0.13976
GR $u$ desc,157,0.0555,0.1402
GR $u$ desc,158,0.05547,0.14037
GR $u$ desc,159,0.05512,0.14056
GR $u$ desc,160,0.05502,0.14126
GR $u$ desc,161,0.05531,0.14123
GR $u$ desc,162,0.05612,0.14036
GR $u$ desc,163,0.05672,0.14092
GR $u$ desc,164,0.05722,0.14116
GR $u$ desc,165,0.05726,0.14102
GR $u$ desc,166,0.05828,0.14097
GR $u$ desc,167,0.0584,0.14121
GR $u$ desc,168,0.05814,0.14158
GR $u$ desc,169,0.05858,0.14171
